# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-O" "-s" "1" "-t" "CDS" "--ignoreDup" "-T" "1" "-G" "../data/reference/YB886.fa" "-a" "../results/bacillus_annotation/YB886.gff" "-g" "ID" "-o" "../results/featureCounts/tmp_counts.txt" "T0" "T10" 
Geneid	Chr	Start	End	Strand	Length	T0	T10
IABCJNHA_03488	manual_scaffold_1	3465880	3467043	-	1164	29	22
IABCJNHA_03489	manual_scaffold_1	3467517	3467690	+	174	1	0
IABCJNHA_03490	manual_scaffold_1	3467776	3468219	+	444	94	85
IABCJNHA_03491	manual_scaffold_1	3468299	3468979	-	681	54	28
IABCJNHA_03492	manual_scaffold_1	3469069	3469692	+	624	6	2
IABCJNHA_03493	manual_scaffold_1	3469810	3471258	-	1449	12	8
IABCJNHA_03494	manual_scaffold_1	3471391	3472311	+	921	0	0
IABCJNHA_03495	manual_scaffold_1	3472368	3473144	-	777	30	18
IABCJNHA_03496	manual_scaffold_1	3473651	3474958	-	1308	31	28
IABCJNHA_03497	manual_scaffold_1	3474971	3475306	-	336	1	2
IABCJNHA_03498	manual_scaffold_1	3475914	3476510	-	597	58	19
IABCJNHA_03499	manual_scaffold_1	3476714	3477901	+	1188	2	2
IABCJNHA_03500	manual_scaffold_1	3478045	3478629	-	585	4	6
IABCJNHA_03501	manual_scaffold_1	3478749	3479135	+	387	6	17
IABCJNHA_03502	manual_scaffold_1	3479285	3480157	-	873	152	57
IABCJNHA_03503	manual_scaffold_1	3480412	3480741	+	330	29	24
IABCJNHA_03504	manual_scaffold_1	3480823	3481395	+	573	39	25
IABCJNHA_03505	manual_scaffold_1	3481448	3481873	-	426	14	14
IABCJNHA_03506	manual_scaffold_1	3482067	3483458	-	1392	7	6
IABCJNHA_03507	manual_scaffold_1	3483613	3484476	+	864	7	2
IABCJNHA_03508	manual_scaffold_1	3484898	3485557	+	660	39	30
IABCJNHA_03509	manual_scaffold_1	3485909	3486502	-	594	3	14
IABCJNHA_03510	manual_scaffold_1	3486739	3487113	-	375	10	7
IABCJNHA_03511	manual_scaffold_1	3487344	3488633	-	1290	6	2
IABCJNHA_03512	manual_scaffold_1	3488746	3490134	-	1389	12	7
IABCJNHA_03513	manual_scaffold_1	3490361	3491233	+	873	27	22
IABCJNHA_03514	manual_scaffold_1	3491386	3492345	-	960	4	1
IABCJNHA_03515	manual_scaffold_1	3492458	3493333	+	876	7	2
IABCJNHA_03516	manual_scaffold_1	3493437	3493667	+	231	4	2
IABCJNHA_03517	manual_scaffold_1	3494235	3494696	+	462	99	49
IABCJNHA_03518	manual_scaffold_1	3495383	3495583	-	201	1229	657
IABCJNHA_03519	manual_scaffold_1	3495846	3496439	-	594	16	8
IABCJNHA_03520	manual_scaffold_1	3496789	3496974	-	186	19	5
IABCJNHA_03521	manual_scaffold_1	3497399	3498085	-	687	40	12
IABCJNHA_03522	manual_scaffold_1	3498110	3498286	-	177	15	0
IABCJNHA_03523	manual_scaffold_1	3498535	3498726	-	192	2	0
IABCJNHA_03524	manual_scaffold_1	3498869	3500179	-	1311	11	14
IABCJNHA_03525	manual_scaffold_1	3500373	3501137	-	765	14	9
IABCJNHA_03526	manual_scaffold_1	3501690	3502232	-	543	16	22
IABCJNHA_03527	manual_scaffold_1	3502347	3502796	+	450	4	2
IABCJNHA_03528	manual_scaffold_1	3502919	3503329	-	411	20	45
IABCJNHA_03529	manual_scaffold_1	3503589	3504608	+	1020	4	8
IABCJNHA_03537	manual_scaffold_1	3505756	3506208	-	453	35	6
IABCJNHA_03538	manual_scaffold_1	3506435	3508594	-	2160	422	216
IABCJNHA_03539	manual_scaffold_1	3508688	3509131	-	444	10	10
IABCJNHA_03540	manual_scaffold_1	3509115	3509555	-	441	12	3
IABCJNHA_03541	manual_scaffold_1	3509552	3509713	-	162	2	6
IABCJNHA_03542	manual_scaffold_1	3509739	3509900	-	162	1	4
IABCJNHA_03543	manual_scaffold_1	3509861	3509977	-	117	0	6
IABCJNHA_03544	manual_scaffold_1	3510088	3510687	-	600	292	290
IABCJNHA_03545	manual_scaffold_1	3510687	3511475	-	789	248	262
IABCJNHA_03546	manual_scaffold_1	3511441	3511923	-	483	277	309
IABCJNHA_03547	manual_scaffold_1	3511920	3512249	-	330	181	178
IABCJNHA_03548	manual_scaffold_1	3512311	3513318	-	1008	217	185
IABCJNHA_03549	manual_scaffold_1	3513330	3513731	-	402	80	59
IABCJNHA_03550	manual_scaffold_1	3513735	3514100	-	366	36	26
IABCJNHA_03551	manual_scaffold_1	3514105	3514926	-	822	208	108
IABCJNHA_03552	manual_scaffold_1	3515044	3515394	-	351	316	241
IABCJNHA_03553	manual_scaffold_1	3515399	3515680	-	282	497	373
IABCJNHA_03554	manual_scaffold_1	3515796	3516965	-	1170	146	101
IABCJNHA_03555	manual_scaffold_1	3517080	3518201	-	1122	85	80
IABCJNHA_03556	manual_scaffold_1	3518262	3518627	-	366	6	8
IABCJNHA_03557	manual_scaffold_1	3518722	3519321	+	600	12	4
IABCJNHA_03558	manual_scaffold_1	3519573	3521054	-	1482	570	351
IABCJNHA_03559	manual_scaffold_1	3521044	3521523	-	480	101	55
IABCJNHA_03560	manual_scaffold_1	3521696	3523180	-	1485	1480	1737
IABCJNHA_03561	manual_scaffold_1	3523580	3525025	-	1446	181	382
IABCJNHA_03562	manual_scaffold_1	3525025	3526110	-	1086	429	215
IABCJNHA_03563	manual_scaffold_1	3526264	3526584	+	321	193	96
IABCJNHA_03564	manual_scaffold_1	3526599	3527471	-	873	42	39
IABCJNHA_03565	manual_scaffold_1	3527718	3527882	+	165	18	2
IABCJNHA_03566	manual_scaffold_1	3527869	3528015	+	147	26	0
IABCJNHA_03567	manual_scaffold_1	3528040	3529185	-	1146	75	36
IABCJNHA_03568	manual_scaffold_1	3529313	3529648	-	336	204	80
IABCJNHA_03569	manual_scaffold_1	3529743	3530510	-	768	113	169
IABCJNHA_03570	manual_scaffold_1	3530503	3531429	-	927	168	291
IABCJNHA_03571	manual_scaffold_1	3531706	3532758	-	1053	243	120
IABCJNHA_03572	manual_scaffold_1	3532906	3534171	-	1266	372	72
IABCJNHA_03573	manual_scaffold_1	3534292	3534972	-	681	28	1
IABCJNHA_03574	manual_scaffold_1	3534962	3536569	-	1608	11	8
IABCJNHA_03575	manual_scaffold_1	3536639	3537691	+	1053	55	35
IABCJNHA_03576	manual_scaffold_1	3537776	3538597	+	822	31	15
IABCJNHA_03577	manual_scaffold_1	3538634	3538993	-	360	31	10
IABCJNHA_03578	manual_scaffold_1	3538987	3539328	-	342	13	6
IABCJNHA_03579	manual_scaffold_1	3539460	3539831	-	372	0	2
IABCJNHA_03580	manual_scaffold_1	3539960	3540778	-	819	56	14
IABCJNHA_03581	manual_scaffold_1	3540896	3541348	+	453	2	1
IABCJNHA_03582	manual_scaffold_1	3541426	3541683	+	258	0	0
IABCJNHA_03583	manual_scaffold_1	3541913	3543190	+	1278	189	344
IABCJNHA_03584	manual_scaffold_1	3543294	3543560	+	267	9	4
IABCJNHA_03585	manual_scaffold_1	3543783	3545507	-	1725	6	50
IABCJNHA_03586	manual_scaffold_1	3545574	3546023	-	450	2	7
IABCJNHA_03587	manual_scaffold_1	3546082	3547905	-	1824	43	99
IABCJNHA_03588	manual_scaffold_1	3548381	3550501	-	2121	32	18
IABCJNHA_03589	manual_scaffold_1	3550498	3551760	-	1263	4	13
IABCJNHA_03590	manual_scaffold_1	3551753	3553483	-	1731	18	22
IABCJNHA_03591	manual_scaffold_1	3553473	3554324	-	852	13	12
IABCJNHA_03592	manual_scaffold_1	3554305	3555393	-	1089	17	35
IABCJNHA_03593	manual_scaffold_1	3555596	3557779	-	2184	523	264
IABCJNHA_03594	manual_scaffold_1	3557844	3558278	-	435	27	12
IABCJNHA_03595	manual_scaffold_1	3558463	3558753	+	291	113	24
IABCJNHA_03596	manual_scaffold_1	3558797	3559606	-	810	9	15
IABCJNHA_03597	manual_scaffold_1	3560112	3560534	-	423	25	15
IABCJNHA_03598	manual_scaffold_1	3560612	3561163	-	552	8	16
IABCJNHA_03599	manual_scaffold_1	3561249	3561752	-	504	2	4
IABCJNHA_03600	manual_scaffold_1	3561768	3562628	-	861	0	2
IABCJNHA_03601	manual_scaffold_1	3562784	3563380	+	597	0	0
IABCJNHA_03602	manual_scaffold_1	3563400	3564911	-	1512	36	34
IABCJNHA_03603	manual_scaffold_1	3565123	3567207	-	2085	279	168
IABCJNHA_03604	manual_scaffold_1	3567393	3568295	-	903	340	161
IABCJNHA_03605	manual_scaffold_1	3568397	3570403	-	2007	971	360
IABCJNHA_03606	manual_scaffold_1	3570554	3570841	+	288	54	44
IABCJNHA_03607	manual_scaffold_1	3570847	3571092	-	246	63	20
IABCJNHA_03608	manual_scaffold_1	3571265	3571906	-	642	28	14
IABCJNHA_03609	manual_scaffold_1	3571970	3572725	-	756	64	14
IABCJNHA_03610	manual_scaffold_1	3572738	3573745	-	1008	46	4
IABCJNHA_03611	manual_scaffold_1	3573748	3574470	-	723	30	10
IABCJNHA_03612	manual_scaffold_1	3574515	3575306	-	792	22	6
IABCJNHA_03613	manual_scaffold_1	3575312	3576526	-	1215	62	15
IABCJNHA_03614	manual_scaffold_1	3576541	3577314	-	774	107	26
IABCJNHA_03615	manual_scaffold_1	3577520	3578269	-	750	133	100
IABCJNHA_03616	manual_scaffold_1	3578402	3578566	+	165	0	1
IABCJNHA_03617	manual_scaffold_1	3578599	3578991	-	393	69	15
IABCJNHA_03618	manual_scaffold_1	3579077	3579685	+	609	26	18
IABCJNHA_03619	manual_scaffold_1	3579745	3580170	-	426	128	42
IABCJNHA_03620	manual_scaffold_1	3580181	3580423	-	243	34	7
IABCJNHA_03621	manual_scaffold_1	3580443	3581501	-	1059	153	90
IABCJNHA_03622	manual_scaffold_1	3581598	3582719	-	1122	37	11
IABCJNHA_03623	manual_scaffold_1	3582721	3583152	-	432	30	5
IABCJNHA_03624	manual_scaffold_1	3583177	3584613	-	1437	43	7
IABCJNHA_03625	manual_scaffold_1	3584786	3585139	-	354	16	10
IABCJNHA_03626	manual_scaffold_1	3585304	3585876	+	573	225	33
IABCJNHA_03627	manual_scaffold_1	3585911	3587536	+	1626	272	68
IABCJNHA_03628	manual_scaffold_1	3587549	3588163	+	615	238	63
IABCJNHA_03629	manual_scaffold_1	3588208	3588993	-	786	0	0
IABCJNHA_03630	manual_scaffold_1	3589013	3589876	-	864	0	0
IABCJNHA_03631	manual_scaffold_1	3589999	3591387	-	1389	132	77
IABCJNHA_03632	manual_scaffold_1	3591456	3592766	-	1311	8	7
IABCJNHA_03633	manual_scaffold_1	3592873	3594312	+	1440	8	12
IABCJNHA_03634	manual_scaffold_1	3594314	3594628	-	315	44	30
IABCJNHA_03635	manual_scaffold_1	3594768	3595055	+	288	85	58
IABCJNHA_03636	manual_scaffold_1	3595072	3595821	+	750	100	70
IABCJNHA_03637	manual_scaffold_1	3595985	3596863	+	879	40	41
IABCJNHA_03638	manual_scaffold_1	3596883	3598301	+	1419	26	20
IABCJNHA_03639	manual_scaffold_1	3598348	3599301	-	954	456	57
IABCJNHA_03640	manual_scaffold_1	3599323	3600081	-	759	348	34
IABCJNHA_03641	manual_scaffold_1	3600075	3601022	-	948	177	19
IABCJNHA_03642	manual_scaffold_1	3601015	3601965	-	951	149	16
IABCJNHA_03643	manual_scaffold_1	3602350	3603714	+	1365	66	10
IABCJNHA_03644	manual_scaffold_1	3603868	3603981	+	114	9	3
IABCJNHA_03645	manual_scaffold_1	3604252	3604374	-	123	132	112
IABCJNHA_03646	manual_scaffold_1	3604358	3605506	-	1149	309	208
IABCJNHA_03647	manual_scaffold_1	3605669	3607087	-	1419	101	39
IABCJNHA_03648	manual_scaffold_1	3607077	3607760	-	684	48	25
IABCJNHA_03649	manual_scaffold_1	3607973	3609433	+	1461	2	2
IABCJNHA_03650	manual_scaffold_1	3609449	3610129	+	681	0	0
IABCJNHA_03651	manual_scaffold_1	3610234	3611355	-	1122	8	8
IABCJNHA_03652	manual_scaffold_1	3611380	3612603	-	1224	2	6
IABCJNHA_03653	manual_scaffold_1	3612593	3614227	-	1635	4	0
IABCJNHA_03654	manual_scaffold_1	3614353	3614574	+	222	0	0
IABCJNHA_03655	manual_scaffold_1	3614590	3616344	-	1755	0	2
IABCJNHA_03656	manual_scaffold_1	3616624	3618102	+	1479	76	46
IABCJNHA_03657	manual_scaffold_1	3618142	3618987	-	846	15	4
IABCJNHA_03658	manual_scaffold_1	3619054	3619518	-	465	0	0
IABCJNHA_03659	manual_scaffold_1	3619515	3619742	-	228	6	0
IABCJNHA_03660	manual_scaffold_1	3619759	3621180	-	1422	8	0
IABCJNHA_03661	manual_scaffold_1	3621183	3621797	-	615	0	0
IABCJNHA_03662	manual_scaffold_1	3621887	3622759	+	873	7	0
IABCJNHA_03663	manual_scaffold_1	3622875	3623681	+	807	444	183
IABCJNHA_03664	manual_scaffold_1	3623668	3624372	+	705	68	50
IABCJNHA_03665	manual_scaffold_1	3624386	3625129	+	744	92	49
IABCJNHA_03666	manual_scaffold_1	3625450	3626097	+	648	14	31
IABCJNHA_03667	manual_scaffold_1	3626202	3626699	+	498	85	53
IABCJNHA_03668	manual_scaffold_1	3626872	3628206	-	1335	13	8
IABCJNHA_03669	manual_scaffold_1	3628330	3629268	+	939	4	4
IABCJNHA_03670	manual_scaffold_1	3629322	3629879	+	558	8	2
IABCJNHA_03671	manual_scaffold_1	3629894	3631120	-	1227	32	24
IABCJNHA_03672	manual_scaffold_1	3631221	3631949	-	729	1744	1325
IABCJNHA_03673	manual_scaffold_1	3631978	3635805	-	3828	7915	5465
IABCJNHA_03674	manual_scaffold_1	3635842	3646593	-	10752	16355	10761
IABCJNHA_03675	manual_scaffold_1	3646606	3657369	-	10764	10183	6799
IABCJNHA_03676	manual_scaffold_1	3657943	3658305	-	363	6	6
IABCJNHA_03677	manual_scaffold_1	3658538	3659170	+	633	7	10
IABCJNHA_03678	manual_scaffold_1	3659176	3659733	+	558	12	4
IABCJNHA_03679	manual_scaffold_1	3659844	3661565	+	1722	188	69
IABCJNHA_03680	manual_scaffold_1	3661733	3662182	+	450	191	114
IABCJNHA_03681	manual_scaffold_1	3662209	3662607	+	399	25	35
IABCJNHA_03682	manual_scaffold_1	3662644	3664077	-	1434	12	9
IABCJNHA_03683	manual_scaffold_1	3664231	3664563	-	333	2	0
IABCJNHA_03684	manual_scaffold_1	3664645	3665100	-	456	18	10
IABCJNHA_03685	manual_scaffold_1	3665119	3665208	-	90	0	0
IABCJNHA_03686	manual_scaffold_1	3665205	3665306	-	102	0	0
IABCJNHA_03687	manual_scaffold_1	3665478	3666341	+	864	45	44
IABCJNHA_03688	manual_scaffold_1	3666351	3667031	+	681	12	7
IABCJNHA_03689	manual_scaffold_1	3667080	3668273	-	1194	0	7
IABCJNHA_03690	manual_scaffold_1	3668582	3669166	-	585	0	0
IABCJNHA_03691	manual_scaffold_1	3669163	3670077	-	915	0	0
IABCJNHA_03692	manual_scaffold_1	3670194	3671399	-	1206	8	10
IABCJNHA_03693	manual_scaffold_1	3671579	3673894	+	2316	0	2
IABCJNHA_03694	manual_scaffold_1	3673901	3676033	+	2133	1	0
IABCJNHA_03695	manual_scaffold_1	3676155	3678572	+	2418	117	16
IABCJNHA_03696	manual_scaffold_1	3678604	3678924	+	321	58	9
IABCJNHA_03697	manual_scaffold_1	3678991	3680436	+	1446	82	70
IABCJNHA_03698	manual_scaffold_1	3680468	3681478	-	1011	37	0
IABCJNHA_03699	manual_scaffold_1	3681640	3682494	+	855	0	2
IABCJNHA_03700	manual_scaffold_1	3682594	3683478	+	885	23	4
IABCJNHA_03701	manual_scaffold_1	3683483	3684340	+	858	57	31
IABCJNHA_03702	manual_scaffold_1	3684377	3685612	-	1236	82	75
IABCJNHA_03703	manual_scaffold_1	3685765	3687114	-	1350	964	1106
IABCJNHA_03704	manual_scaffold_1	3687310	3688857	-	1548	1030	757
IABCJNHA_03705	manual_scaffold_1	3688874	3689785	-	912	614	387
IABCJNHA_03706	manual_scaffold_1	3689976	3690758	-	783	47	25
IABCJNHA_03707	manual_scaffold_1	3690842	3691798	-	957	33	17
IABCJNHA_03708	manual_scaffold_1	3691870	3692844	-	975	15	6
IABCJNHA_03709	manual_scaffold_1	3692962	3693723	+	762	16	8
IABCJNHA_03710	manual_scaffold_1	3693751	3694311	-	561	32	59
IABCJNHA_03711	manual_scaffold_1	3694587	3695180	+	594	34	6
IABCJNHA_03712	manual_scaffold_1	3695230	3696048	-	819	454	173
IABCJNHA_03713	manual_scaffold_1	3696178	3696774	-	597	1	1
IABCJNHA_03714	manual_scaffold_1	3696904	3698244	+	1341	1	5
IABCJNHA_03715	manual_scaffold_1	3698246	3699007	-	762	12	6
IABCJNHA_03716	manual_scaffold_1	3699077	3699706	-	630	20	9
IABCJNHA_03717	manual_scaffold_1	3699780	3700244	-	465	22	8
IABCJNHA_03718	manual_scaffold_1	3700357	3701895	+	1539	76	24
IABCJNHA_03719	manual_scaffold_1	3701940	3703565	-	1626	2231	119
IABCJNHA_03720	manual_scaffold_1	3703597	3704562	-	966	3670	574
IABCJNHA_03721	manual_scaffold_1	3704739	3706718	-	1980	278	30
IABCJNHA_03722	manual_scaffold_1	3706867	3707448	-	582	28	3
IABCJNHA_03723	manual_scaffold_1	3707564	3708997	-	1434	44	16
IABCJNHA_03724	manual_scaffold_1	3709147	3710298	+	1152	81	11
IABCJNHA_03725	manual_scaffold_1	3710336	3711217	-	882	647	238
IABCJNHA_03726	manual_scaffold_1	3711217	3712065	-	849	375	118
IABCJNHA_03727	manual_scaffold_1	3712067	3713323	-	1257	420	88
IABCJNHA_03728	manual_scaffold_1	3713628	3713915	+	288	20	24
IABCJNHA_03729	manual_scaffold_1	3713984	3715156	+	1173	0	0
IABCJNHA_03730	manual_scaffold_1	3715409	3716611	-	1203	18	72
IABCJNHA_03731	manual_scaffold_1	3716733	3717824	-	1092	297	148
IABCJNHA_03732	manual_scaffold_1	3717840	3719453	-	1614	297	120
IABCJNHA_03733	manual_scaffold_1	3719538	3720311	-	774	744	177
IABCJNHA_03734	manual_scaffold_1	3720362	3720940	-	579	542	147
IABCJNHA_03735	manual_scaffold_1	3720975	3721556	-	582	774	268
IABCJNHA_03736	manual_scaffold_1	3721578	3722177	-	600	314	87
IABCJNHA_03737	manual_scaffold_1	3722461	3723456	+	996	12	6
IABCJNHA_03738	manual_scaffold_1	3723494	3724336	-	843	8	37
IABCJNHA_03739	manual_scaffold_1	3724294	3724989	-	696	13	37
IABCJNHA_03740	manual_scaffold_1	3725045	3726004	-	960	37	54
IABCJNHA_03741	manual_scaffold_1	3726192	3727877	-	1686	10	12
IABCJNHA_03742	manual_scaffold_1	3727902	3728678	-	777	2	14
IABCJNHA_03743	manual_scaffold_1	3728785	3729906	-	1122	218	222
IABCJNHA_03744	manual_scaffold_1	3730029	3730532	+	504	15	11
IABCJNHA_03745	manual_scaffold_1	3730540	3732039	-	1500	38	18
IABCJNHA_03746	manual_scaffold_1	3732088	3733506	-	1419	60	84
IABCJNHA_03747	manual_scaffold_1	3733834	3734898	+	1065	16	0
IABCJNHA_03748	manual_scaffold_1	3734938	3735870	-	933	56	46
IABCJNHA_03749	manual_scaffold_1	3736006	3737166	-	1161	31	15
IABCJNHA_03750	manual_scaffold_1	3737167	3737907	-	741	17	20
IABCJNHA_03751	manual_scaffold_1	3738051	3738752	+	702	30	13
IABCJNHA_03752	manual_scaffold_1	3738765	3739721	+	957	38	15
IABCJNHA_03753	manual_scaffold_1	3739761	3740837	-	1077	165	202
IABCJNHA_03754	manual_scaffold_1	3741072	3741455	+	384	4	2
IABCJNHA_03755	manual_scaffold_1	3741493	3742131	-	639	34	39
IABCJNHA_03756	manual_scaffold_1	3742294	3743421	-	1128	10	8
IABCJNHA_03757	manual_scaffold_1	3743638	3744204	+	567	24	16
IABCJNHA_03758	manual_scaffold_1	3744250	3745683	+	1434	22	16
IABCJNHA_03759	manual_scaffold_1	3745725	3746837	-	1113	30	14
IABCJNHA_03760	manual_scaffold_1	3746916	3747563	+	648	26	10
IABCJNHA_03761	manual_scaffold_1	3747560	3748288	-	729	0	4
IABCJNHA_03762	manual_scaffold_1	3748349	3748561	-	213	2	0
IABCJNHA_03763	manual_scaffold_1	3748574	3750325	-	1752	1	8
IABCJNHA_03764	manual_scaffold_1	3750602	3751333	-	732	12	2
IABCJNHA_03765	manual_scaffold_1	3751439	3751867	-	429	0	1
IABCJNHA_03766	manual_scaffold_1	3752181	3752567	+	387	9	17
IABCJNHA_03767	manual_scaffold_1	3752622	3753308	-	687	15	11
IABCJNHA_03768	manual_scaffold_1	3753327	3754250	-	924	35	13
IABCJNHA_03769	manual_scaffold_1	3754342	3755277	-	936	30	5
IABCJNHA_03770	manual_scaffold_1	3755279	3755959	-	681	15	4
IABCJNHA_03771	manual_scaffold_1	3756056	3756994	-	939	6	10
IABCJNHA_03772	manual_scaffold_1	3757015	3757176	-	162	7	3
IABCJNHA_03773	manual_scaffold_1	3757578	3758498	-	921	166	51
IABCJNHA_03774	manual_scaffold_1	3758775	3760307	-	1533	35	9
IABCJNHA_03775	manual_scaffold_1	3760398	3761099	-	702	49	17
IABCJNHA_03776	manual_scaffold_1	3761169	3762536	-	1368	1	0
IABCJNHA_03777	manual_scaffold_1	3762573	3763940	-	1368	5	4
IABCJNHA_03778	manual_scaffold_1	3764024	3765523	-	1500	2	0
IABCJNHA_03779	manual_scaffold_1	3765520	3766446	-	927	6	8
IABCJNHA_03780	manual_scaffold_1	3766673	3767617	-	945	44	26
IABCJNHA_03781	manual_scaffold_1	3767628	3768980	-	1353	28	16
IABCJNHA_03782	manual_scaffold_1	3769162	3770145	+	984	2	0
IABCJNHA_03783	manual_scaffold_1	3770168	3771604	+	1437	0	2
IABCJNHA_03784	manual_scaffold_1	3771733	3772680	+	948	36	8
IABCJNHA_03785	manual_scaffold_1	3772801	3774213	+	1413	11	2
IABCJNHA_03786	manual_scaffold_1	3774250	3775320	-	1071	26	8
IABCJNHA_03787	manual_scaffold_1	3775529	3775804	-	276	8	4
IABCJNHA_03788	manual_scaffold_1	3775838	3776545	-	708	10	15
IABCJNHA_03789	manual_scaffold_1	3776764	3777513	+	750	566	95
IABCJNHA_03790	manual_scaffold_1	3777534	3779429	+	1896	821	123
IABCJNHA_03791	manual_scaffold_1	3779574	3780818	+	1245	94	26
IABCJNHA_03792	manual_scaffold_1	3780854	3781822	-	969	435	307
IABCJNHA_03793	manual_scaffold_1	3782022	3782909	-	888	34	30
IABCJNHA_03794	manual_scaffold_1	3783017	3784357	-	1341	121	157
IABCJNHA_03795	manual_scaffold_1	3784463	3784741	-	279	6	11
IABCJNHA_03796	manual_scaffold_1	3784796	3785587	-	792	201	143
IABCJNHA_03797	manual_scaffold_1	3785580	3786068	-	489	189	89
IABCJNHA_03798	manual_scaffold_1	3786059	3786592	-	534	137	85
IABCJNHA_03799	manual_scaffold_1	3786788	3787678	-	891	127	85
IABCJNHA_03800	manual_scaffold_1	3787844	3788242	-	399	41	14
IABCJNHA_03801	manual_scaffold_1	3788205	3789146	-	942	79	27
IABCJNHA_03802	manual_scaffold_1	3789290	3790444	-	1155	296	166
IABCJNHA_03803	manual_scaffold_1	3790675	3791502	+	828	11	14
IABCJNHA_03804	manual_scaffold_1	3791499	3792419	+	921	30	9
IABCJNHA_03805	manual_scaffold_1	3792494	3794692	+	2199	22	12
IABCJNHA_03806	manual_scaffold_1	3794781	3795692	+	912	66	24
IABCJNHA_03807	manual_scaffold_1	3796207	3797457	-	1251	6	6
IABCJNHA_03808	manual_scaffold_1	3797454	3798371	-	918	11	1
IABCJNHA_03809	manual_scaffold_1	3798463	3798711	-	249	0	0
IABCJNHA_03810	manual_scaffold_1	3799008	3800342	+	1335	1288	80
IABCJNHA_03811	manual_scaffold_1	3800441	3801322	+	882	2112	154
IABCJNHA_03812	manual_scaffold_1	3801369	3803006	-	1638	1022	180
IABCJNHA_03813	manual_scaffold_1	3803257	3803517	+	261	4	2
IABCJNHA_03814	manual_scaffold_1	3803558	3804811	-	1254	2	2
IABCJNHA_03815	manual_scaffold_1	3804984	3805787	+	804	64	20
IABCJNHA_03816	manual_scaffold_1	3805814	3806005	-	192	0	0
IABCJNHA_03817	manual_scaffold_1	3806022	3806270	-	249	0	2
IABCJNHA_03818	manual_scaffold_1	3806382	3807770	-	1389	70	36
IABCJNHA_03819	manual_scaffold_1	3808088	3809272	-	1185	70	20
IABCJNHA_03820	manual_scaffold_1	3809404	3810261	+	858	28	12
IABCJNHA_03821	manual_scaffold_1	3810347	3811117	+	771	30	16
IABCJNHA_03822	manual_scaffold_1	3811102	3811365	-	264	71	34
IABCJNHA_03823	manual_scaffold_1	3811424	3812410	-	987	32	38
IABCJNHA_03824	manual_scaffold_1	3812407	3813078	-	672	21	20
IABCJNHA_03825	manual_scaffold_1	3813080	3814057	-	978	9	29
IABCJNHA_03826	manual_scaffold_1	3814304	3814729	-	426	34	24
IABCJNHA_03827	manual_scaffold_1	3814734	3815249	-	516	22	23
IABCJNHA_03828	manual_scaffold_1	3815296	3816639	-	1344	67	48
IABCJNHA_03829	manual_scaffold_1	3816704	3817423	-	720	42	36
IABCJNHA_03830	manual_scaffold_1	3817442	3818932	-	1491	54	48
IABCJNHA_03831	manual_scaffold_1	3818929	3820161	-	1233	25	20
IABCJNHA_03832	manual_scaffold_1	3820228	3820395	-	168	9	17
IABCJNHA_03833	manual_scaffold_1	3821305	3822477	-	1173	18	10
IABCJNHA_03834	manual_scaffold_1	3822605	3822907	-	303	52	80
IABCJNHA_03835	manual_scaffold_1	3823390	3823764	-	375	12	28
IABCJNHA_03836	manual_scaffold_1	3823822	3824112	-	291	2	3
IABCJNHA_03837	manual_scaffold_1	3824176	3824703	-	528	7	14
IABCJNHA_03838	manual_scaffold_1	3824780	3827395	-	2616	22	100
IABCJNHA_03839	manual_scaffold_1	3827410	3828927	-	1518	3	21
IABCJNHA_03840	manual_scaffold_1	3829446	3829985	-	540	8	2
IABCJNHA_03841	manual_scaffold_1	3829972	3830607	-	636	2	6
IABCJNHA_03842	manual_scaffold_1	3830878	3831789	+	912	31	12
IABCJNHA_03843	manual_scaffold_1	3832257	3834059	-	1803	1587	1025
IABCJNHA_03844	manual_scaffold_1	3834493	3835839	-	1347	859	787
IABCJNHA_03845	manual_scaffold_1	3835858	3837309	-	1452	673	543
IABCJNHA_03846	manual_scaffold_1	3837302	3838123	-	822	157	112
IABCJNHA_03847	manual_scaffold_1	3838284	3838910	-	627	859	557
IABCJNHA_03848	manual_scaffold_1	3838924	3839487	-	564	1988	1327
IABCJNHA_03854	manual_scaffold_1	3840311	3840766	+	456	2	0
IABCJNHA_03855	manual_scaffold_1	3840779	3841261	+	483	2	2
IABCJNHA_03856	manual_scaffold_1	3841371	3842285	+	915	87	21
IABCJNHA_03857	manual_scaffold_1	3842302	3843153	+	852	41	18
IABCJNHA_03858	manual_scaffold_1	3843179	3844546	+	1368	33	25
IABCJNHA_03859	manual_scaffold_1	3844603	3845928	+	1326	24	16
IABCJNHA_03860	manual_scaffold_1	3845956	3847884	+	1929	29	25
IABCJNHA_03861	manual_scaffold_1	3847898	3849142	+	1245	34	20
IABCJNHA_03862	manual_scaffold_1	3849333	3850922	+	1590	40	2
IABCJNHA_03863	manual_scaffold_1	3851013	3851966	+	954	70	6
IABCJNHA_03864	manual_scaffold_1	3851985	3852989	+	1005	13	6
IABCJNHA_03865	manual_scaffold_1	3852982	3853992	+	1011	10	8
IABCJNHA_03866	manual_scaffold_1	3853989	3854741	+	753	15	8
